,index,value
151,151,"[-0.13195205060765147, 0.2805352220311761, 0.25478141009807587, -0.2997719384729862, 0.04071003012359142, 0.3982416819781065, -0.21480912389233708, -0.21446984354406595, 0.21878321922849864, 0.03595171304186806, -0.07973943836987019, 0.057056051678955555, 0.26590291131287813, -0.062274873605929315, 0.1236947535071522, -0.2280283309519291, 0.09268893394619226, -0.0015039937570691109, 0.20902417894103564, -0.22435513604432344, -0.42869141325354576, -0.3423786163330078, -0.15101507713552564, 0.0681905522942543, -0.16073535848408937, 0.09137008339166641, -0.2400032840669155, 0.1410732960794121, 0.21874048374593258, -0.025357872946187854, -0.16291646473109722, 0.16923207649961114, 0.06704035587608814, -0.11220931820571423, 0.22122796648181975, 0.005887645296752453, -0.04975658468902111, -0.29331488255411386, 0.0517829253221862, -0.12798118591308594, -0.25058747828006744, -0.05960348341614008, 0.13075549062341452, 0.6448285579681396, -0.1391386054456234, -0.2528693974018097, -0.1911741904914379, -0.1944526508450508, 0.1427532318775775, -0.11999904923141003]"
152,152,"[-0.13329306710511446, 0.06602502427995205, -0.008881945628672838, -0.27261941879987717, 0.01302373455837369, 0.4108400377444923, 0.08167019544634968, -0.1558808023110032, 0.16568427439779043, 0.023074915166944265, 0.024396545719355345, -0.02312026242725551, 0.2984198988415301, -0.10182338068261743, -0.01039684924762696, -0.1318418097216636, 0.10537622892297804, -0.04502835508901626, 0.13554504234343767, -0.06232548668049276, -0.5116670932620764, -0.28187024407088757, -0.13294786517508328, 0.10404033353552222, -0.12572109885513783, -0.10655105486512184, -0.18022887408733368, 0.21423368994146585, -0.010892730322666466, 0.010991998889949173, -0.011410291714128107, 0.08333852887153625, -0.13422209140844643, -0.18437334429472685, 0.09429008780716686, -0.05107957706786692, -0.054127558309119195, -0.19034825544804335, -0.045794539983035065, -0.05951841454952955, -0.30493257008492947, -0.06959364080103114, 0.10002000886015594, 0.5047424528747797, -0.03039773879572749, -0.18315374199301004, -0.27129398193210363, -0.2129442454315722, -0.002496234839782119, 0.013097553048282862]"
153,153,"[-0.16498524136841297, 0.0500640319660306, -0.014140188228338957, -0.3075026534497738, 0.04997536772862077, 0.4709056820720434, 0.10637432767543942, -0.1603247383609414, 0.1683030454441905, 0.04993993043899536, 0.03225815109908581, -0.009807059308513999, 0.35247210320085287, -0.11354824819136411, -0.005703066039131954, -0.16867367271333933, 0.1053618686273694, -0.05907798091357108, 0.1442927047610283, -0.05565801006741822, -0.5461016595363617, -0.31207331269979477, -0.12238670699298382, 0.12585618905723095, -0.12771270237863064, -0.1323014758527279, -0.20996323879808187, 0.23427104391157627, -0.0003819862613454461, 0.015760178357595578, 0.003192015690729022, 0.09386874525807798, -0.13946594391018152, -0.19816228095442057, 0.09570891922339797, -0.10311963382991962, -0.08983291825279593, -0.20803934056311846, -0.03297536767786369, -0.0737118017859757, -0.3089925143867731, -0.07850166969001293, 0.13120312569662929, 0.5596531629562378, -0.006539762136526406, -0.22156441770493984, -0.29507939517498016, -0.24576000217348337, -0.0030803715926595032, -0.00011167488992214203]"
154,154,"[-0.151499530300498, 0.07399229798465967, 0.007257036864757538, -0.3065250087529421, 0.03582752728834748, 0.4500640667974949, 0.08945767080876976, -0.1607501907274127, 0.17325734859332442, 0.020521916449069977, 0.01593327522277832, -0.016866973368451, 0.3220018967986107, -0.10278312233276665, -0.016341756971087307, -0.14034336060285568, 0.11821551714092493, -0.05236763646826148, 0.13486914103850722, -0.07055413024500012, -0.554479606449604, -0.32543970458209515, -0.14589337725192308, 0.1196837667375803, -0.14274863433092833, -0.1316620036959648, -0.19830050878226757, 0.25163618475198746, -0.007769371964968741, 0.0072536777588538826, -0.012822923024941701, 0.0804962427355349, -0.14657448511570692, -0.2011390458792448, 0.09546825778670609, -0.05428619519807398, -0.07026576017960906, -0.21139159705489874, -0.03997444431297481, -0.060265186708420515, -0.32431804575026035, -0.07884678430855274, 0.11223770352080464, 0.5657071694731712, -0.027849688893184066, -0.21996252238750458, -0.2986445724964142, -0.22388712409883738, -0.003851660410873592, 0.025324179092422128]"
155,155,"[-0.12197621865198016, 0.27184041403234005, 0.24050513468682766, -0.27262118831276894, 0.056920239701867104, 0.401583643630147, -0.19518648786470294, -0.20692257629707456, 0.19588059559464455, 0.047301744372816756, -0.06872522551566362, 0.055614811717532575, 0.27236551977694035, -0.06837937643103942, 0.15122210513800383, -0.2167712626978755, 0.07009199145250022, -0.02264845257741399, 0.2044508433318697, -0.20361417019739747, -0.3968861773610115, -0.29809041880071163, -0.13990253768861294, 0.0589882112108171, -0.15697319619357586, 0.09520253725349903, -0.24964519683271646, 0.12062759906984866, 0.2595709813758731, -0.03021839003486093, -0.14808971935417503, 0.17051052232272923, 0.09318005153909326, -0.09393534250557423, 0.22886733070481569, -0.02967012906447053, -0.07427960447967052, -0.2889728704467416, 0.07566378428600729, -0.13282716600224376, -0.21061021462082863, -0.06317836372181773, 0.14417150197550654, 0.6265541948378086, -0.1142775317421183, -0.24306891299784184, -0.1556967729702592, -0.20100177079439163, 0.1458470833604224, -0.12855561496689916]"
156,156,"[-0.18614253029227257, 0.10754942428320646, 0.05857016984373331, -0.33085232228040695, 0.07635096414014697, 0.37944210320711136, 0.05442991107702255, -0.13456340366974473, 0.13137454073876143, 0.008964180713519454, -0.05017721769399941, -0.000666541513055563, 0.26798637956380844, -0.05890941662073601, -0.02498622052371502, -0.15691434312611818, 0.11999812256544828, -0.04378859279677272, 0.11165329674258828, -0.08006372948875651, -0.5266831181943417, -0.37855236046016216, -0.14275410305708647, 0.13239218201488256, -0.13762696739286184, -0.15491114370524883, -0.24451419431716204, 0.292569475248456, 0.04146381828468293, 0.0020771969575434923, -0.05259763589128852, 0.06550795014481992, -0.14188649831339717, -0.18994905333966017, 0.07928109401836991, -0.057814860716462135, -0.09958199597895145, -0.19526823051273823, -0.0193261937238276, -0.0025672493502497673, -0.30728074070066214, -0.10045021882979199, 0.12158905062824488, 0.6043143570423126, -0.021347567380871624, -0.25804488733410835, -0.3002662193030119, -0.20464008999988437, 0.0019432689296081662, 0.06274373875930905]"
157,157,"[-0.2731546754948795, 0.32371920347213745, 0.3224033094011247, -0.5496301297098398, -0.05079127289354801, 0.2274585533887148, -0.22728666965849698, -0.13828135654330254, 0.3439292525872588, -0.03008789150044322, -0.2020644722506404, -0.03545364970341325, 0.22223308123648167, -0.1295974925160408, -0.1483499703463167, -0.27635876275599003, 0.0369006646797061, -0.008054027799516916, 0.3359621907584369, -0.299273481592536, -0.5299193263053894, -0.5131219737231731, 0.01013827370479703, 0.2789438208565116, -0.3298057056963444, 0.01383875124156475, -0.45695452205836773, 0.1650578046683222, 0.10254586394876242, 0.03787317300157156, -0.127057911362499, 0.1900954176671803, 0.05326786357909441, -0.0301660168915987, 0.3104789908975363, -0.054660614579916, -0.07937878090888262, -0.33565893582999706, 0.09550300799310207, -0.15631720423698425, -0.3694459833204746, 0.005444616079330444, 0.09435174893587828, 0.6192068047821522, -0.0950524932704866, -0.2501711845397949, -0.2065233811736107, -0.13754551857709885, 0.023435339331626892, -0.19639191403985023]"
158,158,"[-0.21219982439652085, 0.3362600477412343, 0.47460502479225397, -0.5011169649660587, 0.1526786871254444, 0.29635932855308056, -0.31980740127619356, -0.20830985205247998, 0.2953480603173375, 0.12508962769061327, -0.08051175251603127, 0.05368214985355735, 0.19663102738559246, -0.13078261213377118, -0.1859746389091015, -0.2502366993576288, -0.029560541035607457, -0.007401447743177414, 0.2837210400030017, -0.232679374050349, -0.5982617028057575, -0.42374830693006516, -0.19649950601160526, 0.06223476957529783, -0.2810235396027565, 0.04031006619334221, -0.31132894568145275, 0.20318489731289446, 0.1701049469411373, -0.05215658164524939, -0.044186023995280266, 0.23819081112742424, 0.09019495034590364, -0.10725496336817741, 0.1029038560227491, -0.0007158820517361164, -0.07578016258776188, -0.40136182494461536, 0.08793860813602805, -0.17062821798026562, -0.2766678184270859, 0.05495749833062291, 0.19690800830721855, 0.6495924182236195, -0.06468324945308268, -0.1558024063706398, -0.11800445429980755, -0.198043305426836, 0.10531956143677235, -0.04232707712799311]"
159,159,"[-0.16383678652346134, 0.06177064264193177, 0.0008756750903557986, -0.3173471223562956, 0.04173999698832631, 0.4845379590988159, 0.09055626182816923, -0.1626017540693283, 0.16883947048336267, 0.03409173432737589, 0.01570991240441799, -0.01232697512023151, 0.3341423347592354, -0.11602926696650684, -0.0057571601355448365, -0.16276259999722242, 0.11222311574965715, -0.042287470772862434, 0.12269620317965746, -0.06942364736460149, -0.560519065707922, -0.3479591868817806, -0.1300490100402385, 0.1274831062182784, -0.1379343355074525, -0.13660326786339283, -0.2058518398553133, 0.26835933327674866, 0.006659668288193643, 0.020332239480922, -0.019506965298205614, 0.08900540026661474, -0.15179201867431402, -0.21327756810933352, 0.09958351019304246, -0.07930431235581636, -0.0887309955433011, -0.21029131673276424, -0.03329464886337519, -0.05440937262028456, -0.33350037410855293, -0.1075464729219675, 0.11087447963654995, 0.5889224819839001, -0.020263929181965068, -0.23227186687290668, -0.3060022294521332, -0.2389132222160697, -0.005123449023813009, 0.028395792469382286]"
160,160,"[-0.1443235077895224, 0.048680596868507564, -0.002545510418713093, -0.2964853886514902, 0.052053936291486025, 0.4430841621942818, 0.09174041298683733, -0.1473014389630407, 0.159264225512743, 0.03072791313752532, 0.027859064750373363, -0.01741833984851837, 0.3318184893578291, -0.0949974597315304, -0.015724870783742517, -0.1533637335523963, 0.11026991764083505, -0.04132050112821162, 0.12634093523956835, -0.06365884793922305, -0.5301673803478479, -0.3007058445364237, -0.11986685555893928, 0.11547392699867487, -0.12595881056040525, -0.13261148426681757, -0.1912011355161667, 0.24004403315484524, -0.01416177547071129, 0.020190320326946676, -0.007499279221519828, 0.07405400654533878, -0.1381874424405396, -0.1919405646622181, 0.10296349733835086, -0.07702591514680535, -0.07796074589714408, -0.20652858540415764, -0.03478580992668867, -0.06975968717597425, -0.30630188155919313, -0.07856340426951647, 0.12017911206930876, 0.5309334136545658, -0.008199340663850307, -0.20204644836485386, -0.2878198977559805, -0.21360987494699657, -0.007150820340029895, 0.0124345941003412]"
161,161,"[-0.12608673376962543, 0.2717784424312413, 0.2429843172430992, -0.28417016938328743, 0.05186785850673914, 0.37726382724940777, -0.21275024127680808, -0.19048129208385944, 0.21320060640573502, 0.049934825277887285, -0.06417311728000641, 0.053841537330299616, 0.253817543387413, -0.05170030519366264, 0.127888273447752, -0.22881016042083502, 0.08303575892932713, 0.011331044137477875, 0.20377843757160008, -0.2115891219873447, -0.3962308391928673, -0.31287213973701, -0.12662758119404316, 0.06489043915644288, -0.1601346768438816, 0.09738030936568975, -0.23409260343760252, 0.13117919326759875, 0.21285661589354277, -0.022390432422980666, -0.1478436402976513, 0.1661838898435235, 0.07677925657480955, -0.10415976773947477, 0.224528229678981, -0.0032752779516158625, -0.04034807998687029, -0.28372694086283445, 0.05825177882798016, -0.13543464802205563, -0.22828703001141548, -0.05917109549045563, 0.12630456499755383, 0.5940545611083508, -0.1289811679162085, -0.23807127494364977, -0.1702298577874899, -0.1734769009053707, 0.14270141621818766, -0.1314545813947916]"
162,162,"[-0.18064670730382204, 0.05749283730983734, -0.01299538416787982, -0.30349370278418064, 0.0493119009770453, 0.4670077385380864, 0.09261537156999111, -0.16721915430389345, 0.17559885908849537, 0.05234830896370113, 0.03689017239958048, -0.019896175333997235, 0.33063094737008214, -0.1278357743867673, -0.016535009373910725, -0.15364467166364193, 0.08782075630733743, -0.06789764761924744, 0.13262196897994727, -0.04299013514537364, -0.5495957024395466, -0.2962249480187893, -0.12067447137087584, 0.12304107937961817, -0.12270871456712484, -0.11468248162418604, -0.20111242588609457, 0.21619284339249134, 0.004658283549360931, 0.013999246089952067, 0.003221571270842105, 0.09241963832755573, -0.13063335791230202, -0.19085119385272264, 0.09916231007082388, -0.08785246452316642, -0.08448135619983077, -0.19523508520796895, -0.040125296742189676, -0.07282045995816588, -0.32413817197084427, -0.07298604026436806, 0.12255764612928033, 0.559165583923459, -0.012826405698433518, -0.20190216787159443, -0.2841486958786845, -0.25254361191764474, -0.007460529333911836, 0.02111889561638236]"
163,163,"[-0.14413920091465116, 0.2947667771950364, 0.26837040949612856, -0.32503070309758186, 0.03972420282661915, 0.409115944057703, -0.21246966812759638, -0.20743689080700278, 0.23639128310605884, 0.021492197178304195, -0.0768326511606574, 0.0345633567776531, 0.27044209837913513, -0.07831588899716735, 0.1030314234085381, -0.22482387349009514, 0.08818751899525523, -0.0004887655377388, 0.20861040393356234, -0.22701465198770165, -0.47663430497050285, -0.3714442402124405, -0.15440023504197598, 0.09213248547166586, -0.18561296816915274, 0.06427647173404694, -0.24799054861068726, 0.16831766651012003, 0.2050515771843493, -0.018875370966270566, -0.14903775951825082, 0.16873074206523597, 0.043989330530166626, -0.13050776347517967, 0.2246428015641868, 0.02214381063822657, -0.03979862341657281, -0.32295564748346806, 0.044231878709979355, -0.12163712223991752, -0.2689465172588825, -0.048502791207283735, 0.12571368692442775, 0.6773708686232567, -0.1423338335007429, -0.27040198259055614, -0.20385506562888622, -0.18694989872165024, 0.14423495077062398, -0.10596150904893875]"
164,164,"[-0.31666554417461157, 0.1498262262903154, 0.13180073953117244, -0.4737160485237837, 0.044273894280195236, 0.37883284967392683, -0.13075659284368157, -0.12782127410173416, 0.29753724625334144, 0.07865350460633636, -0.02305348007939756, -0.08957024244591594, 0.2232302101328969, -0.22480884799733758, -0.17644674889743328, 0.01999576110392809, 0.06606009416282177, -0.10812229290604591, 0.10783916711807251, -0.10279450038797222, -0.6434215474873781, -0.35579822584986687, -0.0038816211745142937, 0.2152123455889523, -0.08862583572044969, -0.15636868216097355, -0.24445869401097298, 0.25796779431402683, -0.044589672586880624, 0.10436642612330616, 0.10166175744961947, 0.052238833624869585, -0.16639080364257097, -0.18440675595775247, 0.05360897514037788, 0.005204333341680467, -0.06260324595496058, -0.2318031433969736, -0.07148755621165037, -0.0019284409936517477, -0.5057408940047026, 0.029690514784306288, 0.0614413651637733, 0.6334929950535297, -0.01391942915506661, -0.25902746990323067, -0.30084225069731474, -0.2708183671347797, -0.027895803621504456, -0.07074215257307515]"
165,165,"[-0.17393876006826758, 0.30973105411976576, 0.27294866857118905, -0.3616127800196409, 0.07110221404582262, 0.4714423920959234, -0.2026809585513547, -0.23870468186214566, 0.25158518622629344, 0.04592434564256109, -0.0814910614863038, 0.0433246967731975, 0.3160851076245308, -0.0963925770483911, 0.11286708351690322, -0.24893135204911232, 0.08668909152038395, -0.028171111829578876, 0.22522806550841779, -0.22397655062377453, -0.5258306544274092, -0.3967633284628391, -0.16836885642260313, 0.09690119232982397, -0.19307538773864508, 0.06835735030472279, -0.3009651033207774, 0.17572855786420405, 0.24742993945255876, -0.018072201462928206, -0.15623980993404984, 0.19046488776803017, 0.06856041448190808, -0.1318634022027254, 0.24198077648179606, -0.018769077374599874, -0.08168309181928635, -0.3390977680683136, 0.05124362334026955, -0.13785886229015887, -0.29112829733639956, -0.06582385301589966, 0.16199663188308477, 0.7583627514541149, -0.1352294224780053, -0.292903995141387, -0.23299575690180063, -0.24449322372674942, 0.14036070532165468, -0.11152043123729527]"
